strategy,question_id,question,router_reason_code,route,pipeline_config,refused,retrieved_chunk_ids,hit_at_5,reciprocal_rank,ndcg_at_5,latency_ms,cost_status,cost_amount_usd,input_tokens,output_tokens,total_tokens,token_source,pricing_source,price_table_id
always_careful,sqa-dc321a1b57e8d142,Which library should be installed to use EmailStr according to the document?,,CAREFUL,hybrid_rrf_cross_encoder,False,"[""aa88d99d-2651-5e89-8477-f66ab5f1cc0f"",""9bc5574e-d73b-5a52-a334-3485211b1b9b"",""81f01c9c-d0f1-5e7f-81cc-7ab4c9c203b7"",""53f5dcfc-6f4c-55fe-87bf-c5731e14d18e"",""faea17ff-d13a-5512-a42f-2be1d19ce065""]",0.0,0.0,0.0,3970.767613966018,estimated,5.36e-05,1040,4,1044,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
routed,sqa-dc321a1b57e8d142,Which library should be installed to use EmailStr according to the document?,top_score_below_no_answer_threshold,NO_ANSWER,,True,[],0.0,0.0,0.0,48.356071987655014,zero_cost,0.0,0,0,0,not_applicable,not_applicable,
always_fast,sqa-9ec13a094bedbaf2,What is the data type of request_time?,,FAST,dense_baseline,False,"[""f7763ffa-5b3e-5caa-924a-adcc58759810"",""10228680-b705-5930-91a8-29a1c88505af""]",0.0,0.0,0.0,121.67405604850501,estimated,3.1950000000000004e-05,583,7,590,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
always_careful,sqa-9ec13a094bedbaf2,What is the data type of request_time?,,CAREFUL,hybrid_rrf_cross_encoder,False,"[""f7763ffa-5b3e-5caa-924a-adcc58759810"",""10228680-b705-5930-91a8-29a1c88505af"",""b523aca4-673c-5bf6-94fb-703f2af4bc53"",""86cedc3b-13e3-5f8d-8797-280cb4a6b4f6"",""cb4cd8b6-6c0d-535e-ac26-f6b00cfe2335""]",0.0,0.0,0.0,4940.526977006812,estimated,6.535e-05,1251,7,1258,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
routed,sqa-9ec13a094bedbaf2,What is the data type of request_time?,standard_fallback,STANDARD,dense_baseline,False,"[""f7763ffa-5b3e-5caa-924a-adcc58759810"",""10228680-b705-5930-91a8-29a1c88505af"",""1cf03a70-87a2-50a7-bf44-a3e0770bb8a8"",""f5bd1d59-91b8-5f1e-b3d9-8de7ab4d30b9"",""b523aca4-673c-5bf6-94fb-703f2af4bc53"",""d1d88627-2347-50e8-a02c-d6ba3ba00f0e"",""86cedc3b-13e3-5f8d-8797-280cb4a6b4f6"",""2888ce29-af60-5322-96eb-cdfdde3bfc2e"",""dc7bf71a-2e38-50f7-b27c-fc9121a01d72"",""4c78ea89-59fc-54ae-ab8f-5e34ccce915b""]",0.0,0.0,0.0,243.34811209701002,estimated,0.00021915000000000004,4327,7,4334,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
always_fast,sqa-1333a2c4d6953cf4,What happens to the request_preview size and where is the full request stored?,,FAST,dense_baseline,False,"[""b7f06ff7-8fc6-5d2e-bf3c-454ec756ff1d"",""e3dafb28-11e1-5e57-8e00-777321b5b229""]",0.0,0.0,0.0,100.67670501302928,estimated,1.675e-05,143,24,167,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
always_careful,sqa-1333a2c4d6953cf4,What happens to the request_preview size and where is the full request stored?,,CAREFUL,hybrid_rrf_cross_encoder,False,"[""68332e95-fd7c-50a8-81b6-bb49f01778cb"",""e2349418-0900-51e7-b846-c3ab1a5e0494"",""e3dafb28-11e1-5e57-8e00-777321b5b229"",""b7f06ff7-8fc6-5d2e-bf3c-454ec756ff1d"",""637d805c-fbe0-5b0d-88fe-49465fc95dac""]",0.0,0.0,0.0,4219.52559199417,estimated,4.66e-05,740,24,764,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
routed,sqa-1333a2c4d6953cf4,What happens to the request_preview size and where is the full request stored?,top_score_below_no_answer_threshold,NO_ANSWER,,True,[],0.0,0.0,0.0,100.67670501302928,zero_cost,0.0,0,0,0,not_applicable,not_applicable,
always_fast,sqa-7115fc46a1555f1a,What is one alternative to class-based decision making?,,FAST,dense_baseline,False,"[""f841a884-901c-5796-8380-ebcefe71c19a"",""8d5f699d-d9a7-57d3-9b26-b26c84125cd9""]",0.0,0.0,0.0,39.548447995912284,estimated,4.0600000000000004e-05,772,5,777,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
always_careful,sqa-7115fc46a1555f1a,What is one alternative to class-based decision making?,,CAREFUL,hybrid_rrf_cross_encoder,False,"[""d5ef410f-88f0-55aa-90f9-1cc5e7d5b414"",""7caf9cd5-2b02-55ac-ad95-9686da4584a4"",""1e3d20a1-b83b-56af-a7fa-ade463210c1c"",""d91518c8-34be-58d8-9b14-b64811495a31"",""34462aa5-fdd8-55e0-b3fd-f93cf346b38d""]",0.0,0.0,0.0,4414.019190997351,estimated,4.7650000000000006e-05,913,5,918,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
routed,sqa-7115fc46a1555f1a,What is one alternative to class-based decision making?,top_score_below_no_answer_threshold,NO_ANSWER,,True,[],0.0,0.0,0.0,39.548447995912284,zero_cost,0.0,0,0,0,not_applicable,not_applicable,
always_fast,sqa-7f32d3b5b1a89fbf,What intermediate representation is needed to implement similarity learning quickly?,,FAST,dense_baseline,False,"[""109824b7-ad32-5527-8375-04711df1be0d"",""43dbc8cf-82ae-55d9-a177-60c412d7e4ed""]",0.0,0.0,0.0,36.70569398673251,estimated,4.050000000000001e-05,786,3,789,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
always_careful,sqa-7f32d3b5b1a89fbf,What intermediate representation is needed to implement similarity learning quickly?,,CAREFUL,hybrid_rrf_cross_encoder,False,"[""edc4b689-6eca-59c2-937a-c48adfe47bd9"",""109824b7-ad32-5527-8375-04711df1be0d"",""dd2b6511-88be-5ce3-8c2b-8701c78f4eb0"",""fdd484af-d95a-5b94-ad87-8fab81190fcd"",""01224342-6246-5b1e-b6f2-9b99f04ff45e""]",1.0,1.0,1.0,2955.0497450400144,estimated,0.00011960000000000001,2368,3,2371,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
routed,sqa-7f32d3b5b1a89fbf,What intermediate representation is needed to implement similarity learning quickly?,long_token_ratio_at_least_careful_threshold,CAREFUL,hybrid_rrf_cross_encoder,False,"[""edc4b689-6eca-59c2-937a-c48adfe47bd9"",""109824b7-ad32-5527-8375-04711df1be0d"",""dd2b6511-88be-5ce3-8c2b-8701c78f4eb0"",""fdd484af-d95a-5b94-ad87-8fab81190fcd"",""01224342-6246-5b1e-b6f2-9b99f04ff45e""]",1.0,1.0,1.0,2991.755439026747,estimated,0.00011960000000000001,2368,3,2371,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
always_fast,sqa-c550d812bb5272e0,Which distance measures are given as examples for calculating similarity between embeddings?,,FAST,dense_baseline,False,"[""dd2b6511-88be-5ce3-8c2b-8701c78f4eb0"",""85e5569b-74d2-5d84-96d4-003c8a8880f8""]",0.0,0.0,0.0,94.74921802757308,estimated,5.475000000000001e-05,1031,8,1039,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
always_careful,sqa-c550d812bb5272e0,Which distance measures are given as examples for calculating similarity between embeddings?,,CAREFUL,hybrid_rrf_cross_encoder,False,"[""edc4b689-6eca-59c2-937a-c48adfe47bd9"",""fdd484af-d95a-5b94-ad87-8fab81190fcd"",""dd2b6511-88be-5ce3-8c2b-8701c78f4eb0"",""109824b7-ad32-5527-8375-04711df1be0d"",""7c94056f-8d01-5a97-adf2-f17a860507a2""]",1.0,1.0,1.0,4242.21206898801,estimated,0.0001221,2378,8,2386,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
routed,sqa-c550d812bb5272e0,Which distance measures are given as examples for calculating similarity between embeddings?,long_token_ratio_at_least_careful_threshold,CAREFUL,hybrid_rrf_cross_encoder,False,"[""edc4b689-6eca-59c2-937a-c48adfe47bd9"",""fdd484af-d95a-5b94-ad87-8fab81190fcd"",""dd2b6511-88be-5ce3-8c2b-8701c78f4eb0"",""109824b7-ad32-5527-8375-04711df1be0d"",""7c94056f-8d01-5a97-adf2-f17a860507a2""]",1.0,1.0,1.0,4336.961287015583,estimated,0.0001221,2378,8,2386,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
always_fast,sqa-c00b9f531d2e5586,"Which file contains the information required to restore the model environment using virtualenv, and what three things does it specify?",,FAST,dense_baseline,False,"[""2a5c50f9-ab41-50a5-b2ec-54a38036aa95"",""78a2e43a-4a18-5617-96f5-19cfa4d6f265""]",1.0,1.0,1.0,117.75689199566841,estimated,3.35e-05,454,27,481,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
always_careful,sqa-c00b9f531d2e5586,"Which file contains the information required to restore the model environment using virtualenv, and what three things does it specify?",,CAREFUL,hybrid_rrf_cross_encoder,False,"[""2a5c50f9-ab41-50a5-b2ec-54a38036aa95"",""048fe627-c7ce-5902-892b-c81fad23331c"",""8916fc5a-0d29-5bbb-b9af-d6b97e6e6136"",""fa2168b9-d5b2-5bd3-8930-190db4cf819b"",""b156af7d-3d96-5101-97d8-4901a621ba8d""]",1.0,1.0,1.0,3120.5124229891226,estimated,7.609999999999999e-05,1306,27,1333,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
routed,sqa-c00b9f531d2e5586,"Which file contains the information required to restore the model environment using virtualenv, and what three things does it specify?",standard_fallback,STANDARD,dense_baseline,False,"[""2a5c50f9-ab41-50a5-b2ec-54a38036aa95"",""78a2e43a-4a18-5617-96f5-19cfa4d6f265"",""c7918cda-5605-5387-ba43-714f77173293"",""7e5ccc10-a0cf-53ad-879f-39317b9f4842"",""048fe627-c7ce-5902-892b-c81fad23331c"",""5a1b5901-a307-5f46-8490-7a53e3e12251"",""95d68b1c-7604-59de-965b-c9ffda14b661"",""b156af7d-3d96-5101-97d8-4901a621ba8d"",""bb82dda8-11f6-5d96-a119-875fbb379eb1"",""c201a79c-6917-54c7-8179-e666011d24fb""]",1.0,1.0,1.0,235.51378399133682,estimated,7.110000000000001e-05,1206,27,1233,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
always_fast,sqa-5c5e20dbf84c3f0b,What operation is used to quantify the similarity between the query and document vectors?,,FAST,dense_baseline,False,"[""58cc0e54-4542-5d3e-a152-85b9ee37794c"",""da6f3012-aad7-5e11-82e2-3dfaa0e917f7""]",0.0,0.0,0.0,106.303175969515,estimated,3.51e-05,574,16,590,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
always_careful,sqa-5c5e20dbf84c3f0b,What operation is used to quantify the similarity between the query and document vectors?,,CAREFUL,hybrid_rrf_cross_encoder,False,"[""58cc0e54-4542-5d3e-a152-85b9ee37794c"",""ee5a3f6a-d8d9-560f-bd84-d0649f2d8a4d"",""c355df8c-50e6-5be9-8b10-cd7d32c29de8"",""3de1d6c3-74c8-5261-a251-61518c9b53fa"",""85e5569b-74d2-5d84-96d4-003c8a8880f8""]",1.0,0.5,0.6309297535714575,6957.6100269914605,estimated,0.00010025000000000001,1877,16,1893,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
routed,sqa-5c5e20dbf84c3f0b,What operation is used to quantify the similarity between the query and document vectors?,standard_fallback,STANDARD,dense_baseline,False,"[""58cc0e54-4542-5d3e-a152-85b9ee37794c"",""da6f3012-aad7-5e11-82e2-3dfaa0e917f7"",""3de1d6c3-74c8-5261-a251-61518c9b53fa"",""c355df8c-50e6-5be9-8b10-cd7d32c29de8"",""1e3084e0-5d0e-5fc1-a384-67463db1dbb0"",""39a99338-1b92-54de-a8dc-e5835d67a2a8"",""43dbc8cf-82ae-55d9-a177-60c412d7e4ed"",""81e35986-281c-5627-8ef4-921116afdeb6"",""5d639a14-667f-54de-80fc-5aec049f4005"",""3253217e-fe53-528a-9da1-65caddb92a89""]",0.0,0.0,0.0,212.60635193903,estimated,0.000148,2832,16,2848,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
always_fast,sqa-ade53f89f8629636,Which standards can be used to establish a secure authentication setup in FastAPI according to the tutorial recap?,,FAST,dense_baseline,False,"[""08795bc3-e7c0-5c9d-a9e8-79a6aa1e9d0b"",""d0cacd06-ea3e-52c5-9497-bc5e8fb0eccd""]",0.0,0.0,0.0,143.31264997599646,estimated,2.1050000000000003e-05,389,4,393,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
always_careful,sqa-ade53f89f8629636,Which standards can be used to establish a secure authentication setup in FastAPI according to the tutorial recap?,,CAREFUL,hybrid_rrf_cross_encoder,False,"[""0421b964-469f-55a3-ae9b-e64ce5cafe86"",""9616f409-9214-5723-895a-458b59478f06"",""6d43ca41-9634-526a-8383-2397ce372bdc"",""dd9f2a99-e8a0-5b8b-886d-2dbd383c4611"",""ae084e1e-75e7-53a7-873d-af6645df65dc""]",1.0,1.0,1.0,7728.265525016468,estimated,4.795e-05,927,4,931,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
routed,sqa-ade53f89f8629636,Which standards can be used to establish a secure authentication setup in FastAPI according to the tutorial recap?,standard_fallback,STANDARD,dense_baseline,False,"[""08795bc3-e7c0-5c9d-a9e8-79a6aa1e9d0b"",""d0cacd06-ea3e-52c5-9497-bc5e8fb0eccd"",""9616f409-9214-5723-895a-458b59478f06"",""9cb2ccf7-13ed-5cbc-a693-d95d6228bfe0"",""0421b964-469f-55a3-ae9b-e64ce5cafe86"",""2c389b96-f00f-548b-862f-8afcdd94062c"",""5e8a3c95-a811-536b-af16-2ad8dee0bbbb"",""c71ca15c-ecef-5019-8a35-cb4da289e4d6"",""94e49352-e82b-5ab0-bb87-6a6dc88ed38d"",""f48cfb5d-1ea0-565c-a5cb-3376ed7cd094""]",1.0,0.2,0.38685280723454163,286.62529995199293,estimated,7.27e-05,1422,4,1426,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
always_fast,sqa-52abd01126658d4e,Which specific third-party packages are mentioned as easily usable with FastAPI for security handling?,,FAST,dense_baseline,False,"[""0421b964-469f-55a3-ae9b-e64ce5cafe86"",""9cb2ccf7-13ed-5cbc-a693-d95d6228bfe0""]",1.0,1.0,1.0,167.85191098460928,estimated,3.025e-05,557,6,563,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
always_careful,sqa-52abd01126658d4e,Which specific third-party packages are mentioned as easily usable with FastAPI for security handling?,,CAREFUL,hybrid_rrf_cross_encoder,False,"[""0421b964-469f-55a3-ae9b-e64ce5cafe86"",""85a35f65-e0c8-5ab1-9987-a46b0ac3653c"",""9616f409-9214-5723-895a-458b59478f06"",""9cb2ccf7-13ed-5cbc-a693-d95d6228bfe0"",""0cb137f7-354d-5444-9801-271ccef3872d""]",1.0,1.0,1.0,3668.865106010344,estimated,5.24e-05,1000,6,1006,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
routed,sqa-52abd01126658d4e,Which specific third-party packages are mentioned as easily usable with FastAPI for security handling?,long_token_ratio_at_least_careful_threshold,CAREFUL,hybrid_rrf_cross_encoder,False,"[""0421b964-469f-55a3-ae9b-e64ce5cafe86"",""85a35f65-e0c8-5ab1-9987-a46b0ac3653c"",""9616f409-9214-5723-895a-458b59478f06"",""9cb2ccf7-13ed-5cbc-a693-d95d6228bfe0"",""0cb137f7-354d-5444-9801-271ccef3872d""]",1.0,1.0,1.0,3836.717016994953,estimated,5.24e-05,1000,6,1006,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
always_fast,sqa-9bbefdf430f9c31f,What mechanism is used to implement a fine-grained permission system in FastAPI?,,FAST,dense_baseline,False,"[""a7d42f72-5b4b-54ca-bcfb-5eda513f411f"",""9cb2ccf7-13ed-5cbc-a693-d95d6228bfe0""]",0.0,0.0,0.0,70.59967500390485,estimated,1.4400000000000001e-05,256,4,260,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
always_careful,sqa-9bbefdf430f9c31f,What mechanism is used to implement a fine-grained permission system in FastAPI?,,CAREFUL,hybrid_rrf_cross_encoder,False,"[""8ac0416c-6ab9-5f15-b142-8c0f8bcaa664"",""0421b964-469f-55a3-ae9b-e64ce5cafe86"",""9cb2ccf7-13ed-5cbc-a693-d95d6228bfe0"",""0fad9d69-6727-5168-8c26-0874c352fa3f"",""6fd2aed0-98e6-5e74-8823-4e2cdb247bb9""]",1.0,0.5,0.6309297535714575,3321.364536997862,estimated,5.4000000000000005e-05,1048,4,1052,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
routed,sqa-9bbefdf430f9c31f,What mechanism is used to implement a fine-grained permission system in FastAPI?,standard_fallback,STANDARD,dense_baseline,False,"[""a7d42f72-5b4b-54ca-bcfb-5eda513f411f"",""9cb2ccf7-13ed-5cbc-a693-d95d6228bfe0"",""53d012d4-7ebd-5354-b15b-05df167ce754"",""9616f409-9214-5723-895a-458b59478f06"",""6fd2aed0-98e6-5e74-8823-4e2cdb247bb9"",""93f3ff41-ca0c-5801-87f4-8f5f6e46a00f"",""47210980-25b4-5737-b9f8-05f0ec9a3d16"",""7a9fa24e-1018-56f1-985d-f70b2546cceb"",""70632d28-988a-50f8-aa9b-b1d173603d4c"",""58cc7aa9-e028-51ad-8108-edf777b90da5""]",0.0,0.0,0.0,141.1993500078097,estimated,0.0001067,2102,4,2106,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
always_fast,sqa-5c5e1373d68176f8,How does MLflow determine the input and output schema when logging a PythonModel that includes type hints?,,FAST,dense_baseline,False,"[""21560148-6a34-5a28-9b74-593b0ac45fef"",""096edd22-507c-52c1-96c2-016f31daddf3""]",1.0,1.0,1.0,55.48478302080184,estimated,4.490000000000001e-05,682,27,709,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
always_careful,sqa-5c5e1373d68176f8,How does MLflow determine the input and output schema when logging a PythonModel that includes type hints?,,CAREFUL,hybrid_rrf_cross_encoder,False,"[""21560148-6a34-5a28-9b74-593b0ac45fef"",""055a9d79-9114-5102-a6e5-b19ced1866f2"",""096edd22-507c-52c1-96c2-016f31daddf3"",""68a0fec6-a385-51d6-92c4-12263e163b49"",""645f6db6-3f2e-53bd-bf6a-0ec0a74e4363""]",1.0,1.0,1.0,3354.3645900208503,estimated,7.755e-05,1335,27,1362,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
routed,sqa-5c5e1373d68176f8,How does MLflow determine the input and output schema when logging a PythonModel that includes type hints?,clause_marker_count_at_least_careful_threshold,CAREFUL,hybrid_rrf_cross_encoder,False,"[""21560148-6a34-5a28-9b74-593b0ac45fef"",""055a9d79-9114-5102-a6e5-b19ced1866f2"",""096edd22-507c-52c1-96c2-016f31daddf3"",""68a0fec6-a385-51d6-92c4-12263e163b49"",""645f6db6-3f2e-53bd-bf6a-0ec0a74e4363""]",1.0,1.0,1.0,3409.849373041652,estimated,7.755e-05,1335,27,1362,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
always_fast,sqa-4d1f9fc474b0154c,What occurs if an explicit signature parameter is provided when logging a PythonModel with type hints?,,FAST,dense_baseline,False,"[""21560148-6a34-5a28-9b74-593b0ac45fef"",""096edd22-507c-52c1-96c2-016f31daddf3""]",1.0,1.0,1.0,90.04811401246116,estimated,4.9250000000000004e-05,681,38,719,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
always_careful,sqa-4d1f9fc474b0154c,What occurs if an explicit signature parameter is provided when logging a PythonModel with type hints?,,CAREFUL,hybrid_rrf_cross_encoder,False,"[""21560148-6a34-5a28-9b74-593b0ac45fef"",""70bbe55a-8991-5310-9c38-65e359003b33"",""055a9d79-9114-5102-a6e5-b19ced1866f2"",""14d4ab16-1a76-5eeb-8b5c-476d187b0b6e"",""95c028b7-a820-520b-91af-f46b5579aa37""]",1.0,1.0,1.0,3136.846603010781,estimated,6.47e-05,990,38,1028,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
routed,sqa-4d1f9fc474b0154c,What occurs if an explicit signature parameter is provided when logging a PythonModel with type hints?,standard_fallback,STANDARD,dense_baseline,False,"[""21560148-6a34-5a28-9b74-593b0ac45fef"",""096edd22-507c-52c1-96c2-016f31daddf3"",""be8a1c31-d72d-5c8b-820b-1ec6a356a509"",""95c028b7-a820-520b-91af-f46b5579aa37"",""055a9d79-9114-5102-a6e5-b19ced1866f2"",""095f9743-a28d-56a7-bef3-1abde6b4214c"",""645f6db6-3f2e-53bd-bf6a-0ec0a74e4363"",""2052b6c0-03db-5627-a2bc-7c8ff3abe47a"",""26ac93ca-f305-5cd3-a36b-db4c0004d45c"",""ff366582-391a-5df5-b740-3ae1945297c2""]",1.0,1.0,1.0,180.0962280249223,estimated,8.865e-05,1469,38,1507,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
always_fast,sqa-ceaead1685abb224,Where must pydantic model type hints be defined to use pydantic objects as inputs for an MLflow PythonModel?,,FAST,dense_baseline,False,"[""5cd12d1e-4a6f-5027-9e10-381aafbf553c"",""096edd22-507c-52c1-96c2-016f31daddf3""]",0.0,0.0,0.0,130.89666096493602,estimated,3.7550000000000005e-05,463,36,499,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
always_careful,sqa-ceaead1685abb224,Where must pydantic model type hints be defined to use pydantic objects as inputs for an MLflow PythonModel?,,CAREFUL,hybrid_rrf_cross_encoder,False,"[""22c7a6c4-153c-5e29-b5a9-fb0814d85dba"",""19272148-a92a-5307-bac2-286f6e079393"",""645f6db6-3f2e-53bd-bf6a-0ec0a74e4363"",""21560148-6a34-5a28-9b74-593b0ac45fef"",""14d4ab16-1a76-5eeb-8b5c-476d187b0b6e""]",1.0,0.25,0.43067655807339306,3744.138706009835,estimated,8.960000000000001e-05,1504,36,1540,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
routed,sqa-ceaead1685abb224,Where must pydantic model type hints be defined to use pydantic objects as inputs for an MLflow PythonModel?,standard_fallback,STANDARD,dense_baseline,False,"[""5cd12d1e-4a6f-5027-9e10-381aafbf553c"",""096edd22-507c-52c1-96c2-016f31daddf3"",""22c7a6c4-153c-5e29-b5a9-fb0814d85dba"",""645f6db6-3f2e-53bd-bf6a-0ec0a74e4363"",""f167d9f9-1f8c-5bcf-bf39-4ed7d07ea4cf"",""dae3f1a5-622f-5b1b-b262-e7e42208dfb9"",""0d547996-8cfc-55c0-a5f1-cdb5c5b959b2"",""19272148-a92a-5307-bac2-286f6e079393"",""c8cf8814-d883-5faa-af92-223a57b7cfa0"",""670821d3-845a-54ee-9581-9d3395d96255""]",0.0,0.0,0.0,261.79332192987204,estimated,0.00010155000000000002,1743,36,1779,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
always_fast,sqa-673de786b69493ab,What initial methods can be used to retrieve a subset of documents before applying a reranker?,,FAST,dense_baseline,False,"[""4eee9879-b5a6-53c8-ba42-1b8e1936b987"",""7d51e744-dbf6-52a2-a3fa-b2cfc50ea5b1""]",0.0,0.0,0.0,91.08556300634518,estimated,4.5400000000000006e-05,684,28,712,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
always_careful,sqa-673de786b69493ab,What initial methods can be used to retrieve a subset of documents before applying a reranker?,,CAREFUL,hybrid_rrf_cross_encoder,False,"[""a7ac6e05-1341-56fb-ad86-459a76c59eca"",""7d51e744-dbf6-52a2-a3fa-b2cfc50ea5b1"",""32f96027-5a31-5c3c-b402-a3012523f98c"",""caa71ce4-da24-5f88-a80d-9c78a2a7ae39"",""0447fbcf-795b-50e9-a378-2f69f3a8d32e""]",1.0,1.0,1.0,3654.141813982278,estimated,8.345000000000001e-05,1445,28,1473,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
routed,sqa-673de786b69493ab,What initial methods can be used to retrieve a subset of documents before applying a reranker?,score_gap_below_careful_threshold,CAREFUL,hybrid_rrf_cross_encoder,False,"[""a7ac6e05-1341-56fb-ad86-459a76c59eca"",""7d51e744-dbf6-52a2-a3fa-b2cfc50ea5b1"",""32f96027-5a31-5c3c-b402-a3012523f98c"",""caa71ce4-da24-5f88-a80d-9c78a2a7ae39"",""0447fbcf-795b-50e9-a378-2f69f3a8d32e""]",1.0,1.0,1.0,3745.2273769886233,estimated,8.345000000000001e-05,1445,28,1473,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
always_fast,sqa-7d97ec3c52aa5853,What primary trade-off do rerankers make when evaluating document relevance?,,FAST,dense_baseline,False,"[""a7ac6e05-1341-56fb-ad86-459a76c59eca"",""0972d759-6eaf-5f22-ac43-ba2d3329821d""]",1.0,1.0,1.0,147.3661659983918,estimated,2.7850000000000003e-05,485,9,494,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
always_careful,sqa-7d97ec3c52aa5853,What primary trade-off do rerankers make when evaluating document relevance?,,CAREFUL,hybrid_rrf_cross_encoder,False,"[""15673683-80fd-5359-a305-48eb90b58215"",""a7ac6e05-1341-56fb-ad86-459a76c59eca"",""b990f7d2-3a5e-5ff2-8646-a85d489103d8"",""4eee9879-b5a6-53c8-ba42-1b8e1936b987"",""6c9db370-b94f-5840-a08b-7a40b13ceb8f""]",1.0,0.5,0.6309297535714575,3206.7053699865937,estimated,9.504999999999999e-05,1829,9,1838,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
routed,sqa-7d97ec3c52aa5853,What primary trade-off do rerankers make when evaluating document relevance?,complexity_marker_count_at_least_careful_threshold,CAREFUL,hybrid_rrf_cross_encoder,False,"[""15673683-80fd-5359-a305-48eb90b58215"",""a7ac6e05-1341-56fb-ad86-459a76c59eca"",""b990f7d2-3a5e-5ff2-8646-a85d489103d8"",""4eee9879-b5a6-53c8-ba42-1b8e1936b987"",""6c9db370-b94f-5840-a08b-7a40b13ceb8f""]",1.0,0.5,0.6309297535714575,3354.0715359849855,estimated,9.504999999999999e-05,1829,9,1838,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
always_fast,sqa-580f65fefad3cf3a,What is the primary function of a reranker in document search?,,FAST,dense_baseline,False,"[""a7ac6e05-1341-56fb-ad86-459a76c59eca"",""b990f7d2-3a5e-5ff2-8646-a85d489103d8""]",1.0,1.0,1.0,41.81639204034582,estimated,4.7799999999999996e-05,668,36,704,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
always_careful,sqa-580f65fefad3cf3a,What is the primary function of a reranker in document search?,,CAREFUL,hybrid_rrf_cross_encoder,False,"[""a7ac6e05-1341-56fb-ad86-459a76c59eca"",""886b78b8-1e7e-56a9-a016-cdf70ea7bdae"",""7d51e744-dbf6-52a2-a3fa-b2cfc50ea5b1"",""e3ab69bd-91e2-586a-9c95-eb54ee83e04d"",""6cf582db-9b08-586c-be46-a2691ccb40b0""]",1.0,1.0,1.0,4122.432767995633,estimated,8.27e-05,1366,36,1402,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
routed,sqa-580f65fefad3cf3a,What is the primary function of a reranker in document search?,fast_conditions_satisfied,FAST,dense_baseline,False,"[""a7ac6e05-1341-56fb-ad86-459a76c59eca"",""b990f7d2-3a5e-5ff2-8646-a85d489103d8""]",1.0,1.0,1.0,41.81639204034582,estimated,4.7799999999999996e-05,668,36,704,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
always_fast,sqa-bd0d27f9ade799b8,Which methods can be used to serve static frontend applications in FastAPI?,,FAST,dense_baseline,False,"[""88db2e09-9fe8-5b0d-a66f-b0a278fea3cf"",""2c389b96-f00f-548b-862f-8afcdd94062c""]",1.0,1.0,1.0,256.78123702527955,estimated,2.4700000000000004e-05,318,22,340,heuristic_estimate,model_cost_table,generation_model_costs@1.0.0
